RCT_ID,Title,Primary Investigator,DOI Number,First registered on,RCT_ID_num
AEARCTR-0010898,"Feedback, Motivation, and Performance",Perihan Saygin,10.1257/rct.10898-1.1,2023-08-25,10898
AEARCTR-0010899,Endogenous Network Formation in Local Public Goods: An experimental analysis,Ying Chen,10.1257/rct.10899-1.1,2023-02-01,10899
AEARCTR-0010901,Aprender+ Program: Impact Evaluation in Mozambique,Lelys Dinarte,10.1257/rct.10901-2.0,2023-02-01,10901
AEARCTR-0010902,Re-imagining Education: Do Science Experiments Deliver Quality Education?,Samreen Malik,10.1257/rct.10902-1.0,2023-02-24,10902
AEARCTR-0010904,The Equilibrium Effects of Public Spending in Education,Naureen Karachiwalla,10.1257/rct.10904-1.1,2023-02-03,10904
AEARCTR-0010909,Comparing Effects of Beetroot juice and MeD diet on Liver Enzymes Levels and Liver Sonography in Patients with Non-Alcoholic Fatty Liver Disease (NAFLD): A Randomise Control Trials ,Hawal Lateef,10.1257/rct.10909-1.0,2023-02-04,10909
AEARCTR-0010911,Using WTA methodologies to estimate the acceptability of online advertising,Fengyang Lin,10.1257/rct.10911-2.0,2023-02-19,10911
AEARCTR-0010913,Mobilizing for the Public Good: A Field Experiment on Community-Driven Development and Waste Management in El Salvador,Martina Jakob,10.1257/rct.10913-1.0,2023-02-23,10913
AEARCTR-0010914,Spatial abilities and gender gap in mathematics (Matabì),Adriana Di Liberto,10.1257/rct.10914-2.0,2023-02-06,10914
AEARCTR-0010915,Habit Formation in Organizations,Saskia Opitz,10.1257/rct.10915-1.1,2023-02-22,10915
AEARCTR-0010916,Poland and the war in Ukraine. Examining public support and attitudes.,Cornel Nesseler,10.1257/rct.10916-1.0,2023-02-06,10916
AEARCTR-0010917,Background Check Adjudication & Fair Chance Hiring of Individuals with Criminal Records,Emma Rackstraw,10.1257/rct.10917-1.0,2023-03-29,10917
AEARCTR-0010918,Reducing child labour and improving education in cocoa-growing communities: experimental evidence on the impact of school kits from Ghana,Erwin  Lefoll,10.1257/rct.10918-1.0,2023-03-29,10918
AEARCTR-0010919,The demand for digital identification amongst small enterprise owners in Uganda,Isabelle Cohen,10.1257/rct.10919-1.0,2024-03-05,10919
AEARCTR-0010921,Anthropomorphism of Artificial Intelligence (AI) ,Nanyin Yang,10.1257/rct.10921-2.0,2023-05-03,10921
AEARCTR-0010922,"How social identity affect network formation and public good provision?
",Ying Chen,10.1257/rct.10922-1.0,2023-02-08,10922
AEARCTR-0010923,Memorials and Inclusive Decision-Making,Devesh Rustagi,10.1257/rct.10923-1.0,2023-02-08,10923
AEARCTR-0010924,Social Assistance by Addressing Systemic Barriers: A Randomized Control Trial of the In Motion & Momentum+ Program,Matthew Notowidigdo,10.1257/rct.10924-1.0,2023-02-17,10924
AEARCTR-0010926,Fostering Peer Learning Among Local Representatives,M R Sharan,10.1257/rct.10926-1.0,2023-02-12,10926
AEARCTR-0010927," Resilience-Thinking Training for College Students

",Nuria Rodriguez-Planas,10.1257/rct.10927-1.0,2023-02-08,10927
AEARCTR-0010928,Leveraging digital finance in Ethiopia,Gebeyehu Manie Fetene,10.1257/rct.10928-1.1,2023-02-15,10928
AEARCTR-0010932,International Evidence of Passthrough from Inflation Expectations to Income Growth Expectations,Mathieu Pedemonte,10.1257/rct.10932-1.0,2023-02-09,10932
AEARCTR-0010933,Algorithmic Drivers of Behavior on Social Media,Aarushi Kalra,10.1257/rct.10933-1.0,2023-02-10,10933
AEARCTR-0010934,Mind Your Money:a mobile phone-delivered digital financial education program for Hispanics,Luisa Blanco Raynal,10.1257/rct.10934-1.0,2023-04-22,10934
AEARCTR-0010935,YoPlaneoMiRetiro (I plan my retirement): A Community-Based Randomized Controlled Trial of an Educational Intervention to Promote Retirement Saving Among Hispanics,Luisa Blanco Raynal,10.1257/rct.10935-1.0,2023-02-10,10935
AEARCTR-0010936,Developing Youth Groups in Bangladesh to Support Peers at Risk of Early Marriage,Zaki Wahhaj,10.1257/rct.10936-1.0,2023-02-16,10936
AEARCTR-0010937,Understanding the barriers to creating networks for self-employed women in Pakistan,Sarah Shaukat,10.1257/rct.10937-1.0,2023-04-08,10937
AEARCTR-0010938,Cooperation to reduce water pollution in the Mekong Delta ,Irene Mussio,10.1257/rct.10938-1.0,2023-02-10,10938
AEARCTR-0010939,School discrimination against nontraditional households: evidence from Colombia,Brian Feld,10.1257/rct.10939-1.0,2023-03-02,10939
AEARCTR-0010941,Nudging towards quality self-employment jobs,Lorena Heller,10.1257/rct.10941-1.0,2023-07-12,10941
AEARCTR-0010942,MivacunaLA (myshotLA) 1.0: a community-based digital intervention to improve COVID-19 vaccination behaviors among Hispanics,Luisa Blanco Raynal,10.1257/rct.10942-1.0,2023-04-26,10942
AEARCTR-0010943,"Rebate versus matching, again: Does opt-in matter?",Shusaku Sasaki,10.1257/rct.10943-1.1,2023-02-13,10943
AEARCTR-0010944,"Religiosity, supernatural beliefs and economic behavior: Evidence from lab-in-the-field experiments in Bangladesh",Andreas Pondorfer,10.1257/rct.10944-1.1,2023-03-19,10944
AEARCTR-0010945,Defending Against Air Pollution in China,Yazhen Gong,10.1257/rct.10945-1.0,2023-04-05,10945
AEARCTR-0010946,A factorial survey experiment on the duration of parental leave,Lorenzo Escot,10.1257/rct.10946-1.0,2023-02-13,10946
AEARCTR-0010948,"Self-employment experience and labor market integration of
refugees: A field experiment in Sweden",Sara Värn,10.1257/rct.10948-1.0,2023-02-13,10948
AEARCTR-0010949,The effects of known source and account labelling on the acceptability of saving by wives in Zambia,ABIGAIL BARR,10.1257/rct.10949-1.0,2023-02-14,10949
AEARCTR-0010950,Joint Impact of Peer Identity and Behavior on Rule Compliance,Jack Goldberg,10.1257/rct.10950-1.3,2023-03-01,10950
AEARCTR-0010951,The Effects of a Secondary School Scholarship on School Progression and Youth Outcomes in Ethiopia: Evidence from a Randomized Controlled Trial ,Jessica Leight,10.1257/rct.10951-2.1,2023-02-23,10951
AEARCTR-0010952,"Beliefs about and confidence in new medical treatments: Lessons from COVID-19 vaccines, the follow-up trial",Masaki Nakabayashi,10.1257/rct.10952-1.0,2023-02-13,10952
AEARCTR-0010953,LGBTQ Rights in India,Duncan Webb,10.1257/rct.10953-2.1,2023-03-06,10953
AEARCTR-0010956,Leadership and Team Productivity,Hammad Shaikh,10.1257/rct.10956-1.0,2023-02-15,10956
AEARCTR-0010958,Performance Evaluation of the Seoul Safety Income Project (SSIP),Jungmin Lee,10.1257/rct.10958-2.0,2023-02-16,10958
AEARCTR-0010961,Frameworks and strategic decision-making,Hyunjin Kim,10.1257/rct.10961-1.0,2023-02-16,10961
AEARCTR-0010962,"Estimating the Efficacy of ""Art-Integrated Learning"" Pedagogy - Evidence from a Randomised Control Trial in India",Somdeep Chatterjee,10.1257/rct.10962-1.0,2023-02-16,10962
AEARCTR-0010965,Evaluating the effectiveness of goal-setting strategies for NEETs,Sara Helene Ronningstad,10.1257/rct.10965-2.1,2023-02-17,10965
AEARCTR-0010966,Perceived gender composition of programs and college applications,Rustamdjan Hakimov,10.1257/rct.10966-1.0,2023-02-17,10966
AEARCTR-0010967,"Effects of Structured Support from Leader on Employee Satisfaction, Intention to Quit and Store Performance: Experimental Evidence from Grocery Stores",Simone Haeckl,10.1257/rct.10967-1.1,2023-02-19,10967
AEARCTR-0010969,Endogenous Information Acquisition in Candidate Evaluation,Katherine Coffman,10.1257/rct.10969-2.0,2023-02-17,10969
AEARCTR-0010970,Strategic Participation in Protests: Evidence from Women´s Day in Chile,Agustina Crozier,10.1257/rct.10970-1.0,2023-02-24,10970
AEARCTR-0010971,Paternalistic Discrimination,Nina Buchmann,10.1257/rct.10971-1.0,2023-03-02,10971
AEARCTR-0010972,Decomposing indirect reciprocity,L. Flóra Drucker,10.1257/rct.10972-1.0,2023-03-27,10972
AEARCTR-0010975,Peer Perceptions and Students' Investments in Schoolwork --- Second Randomized Controlled Trial and Additional Data Collection,Fanny Landaud,10.1257/rct.10975-1.0,2023-02-23,10975
AEARCTR-0010976,"Improving demand for quality water: salience, water quality judgement and willingness to pay for water testing",Shagata Mukherjee,10.1257/rct.10976-2.0,2023-02-26,10976
AEARCTR-0010977,Procedural Decision-Making in Response to Complexity,Gonzalo Arrieta,10.1257/rct.10977-2.0,2023-03-01,10977
AEARCTR-0010982,Two-person bargaining with incomplete information: an experiment,Xin Zhang,10.1257/rct.10982-1.0,2023-02-21,10982
AEARCTR-0010984,Fake News: An online experiment,Anna Ressi,10.1257/rct.10984-2.0,2023-02-27,10984
AEARCTR-0010985,An immune system for the city: a new paradigm for control of urban disease vectors,Michael Levy,10.1257/rct.10985-2.0,2023-02-22,10985
AEARCTR-0010986,"Raising Teaching Quality through Instructional Modeling and Coaching: Evidence from a Large-Scale, Randomized Evaluation in Rural India",Prashant Loyalka,10.1257/rct.10986-1.0,2023-02-22,10986
AEARCTR-0010987,Investing in safe deliveries: correcting misperceived social norms to provide more generous maternity grants in rural Zambia,Calvin Chiu,10.1257/rct.10987-1.0,2023-02-27,10987
AEARCTR-0010988,A Flag to Wave: Status-Seeking Behavior in Groups,Stefan Schmidt,10.1257/rct.10988-1.0,2023-02-27,10988
AEARCTR-0010989,Improving Reading Outcomes for Disadvantaged Students: Scaling and Implementing Interventions,Simon Calmar Andersen,10.1257/rct.10989-1.0,2024-09-02,10989
AEARCTR-0010990,Descriptive and Normative Feedback in the Lab,Pau Balart,10.1257/rct.10990-1.0,2023-03-06,10990
AEARCTR-0010991,Systemic Discrimination Iterated Audit,Alex Imas,10.1257/rct.10991-1.0,2023-02-22,10991
AEARCTR-0010993,Safe Drinking Water at Home: Evidence from a randomised trial in Uganda,Femke Maes,10.1257/rct.10993-3.0,2023-02-23,10993
AEARCTR-0010994,Autonomous Motivation and Prosocial Behavior: a Natural Field Experiment,Theodor Kouro,10.1257/rct.10994-2.0,2023-02-23,10994
AEARCTR-0010995,Scaling Agricultural Inputs in Mali,Andrew Dillon,10.1257/rct.10995-2.0,2023-06-26,10995
AEARCTR-0010996,Learning Through Play and Early Childhood Education: Evidence from The Gambia,Hamidou Jawara,10.1257/rct.10996-1.0,2023-04-10,10996
AEARCTR-0010999,Measuring Rationality under Mental Illness,Shuangyu Yang,10.1257/rct.10999-1.1,2023-08-31,10999
AEARCTR-0011000,New interventions for sexual harassment prevention,Andreas Kotsadam,10.1257/rct.11000-1.0,2023-02-24,11000
AEARCTR-0011001,The effect of public transportation fare subsidies on mobility and socioeconomic outcomes,Seth Chizeck,10.1257/rct.11001-1.0,2023-02-24,11001
AEARCTR-0011003,"My opinion, your opinion – Do group perceptions prevent the adoption of sustainable farming practices?",Manuela Fritz,10.1257/rct.11003-1.3,2023-02-26,11003
AEARCTR-0011004,The welfare effects of switching to sustainable farming,Michael Grimm,10.1257/rct.11004-1.1,2023-03-02,11004
AEARCTR-0011005,Impact Evaluation of the Secured Transaction Reform in Fiji,Russell Toth,10.1257/rct.11005-2.0,2023-03-12,11005
AEARCTR-0011006,Unleashed: An experiment on releasing untapped labor market potential of women in Indonesia,Firman Witoelar,10.1257/rct.11006-1.0,2023-04-13,11006
AEARCTR-0011007,The short- and medium-term effects of an early literacy tutoring intervention,Jens Dietrichson,10.1257/rct.11007-1.1,2023-02-28,11007
AEARCTR-0011009,Zambia VAT incentive experiments: version 2,Brian Dillon,10.1257/rct.11009-2.0,2023-02-27,11009
AEARCTR-0011011,Understanding Employers’ Response to Irrelevant Interview Questions by Worker Gender ,Mallory Avery,10.1257/rct.11011-1.0,2023-02-28,11011
AEARCTR-0011012,Evaluating the Impact of Agricultural Cash Transfers to Maize Farmers: Experimental Evidence from Myanmar,Salauddin Tauseef,10.1257/rct.11012-2.0,2023-05-11,11012
AEARCTR-0011013,Self-Sustenance Skills Interventions in a Rohingya Refugee Camp,C. Austin Davis,10.1257/rct.11013-1.1,2023-05-01,11013
AEARCTR-0011014,Information provision to mitigate discrimination of the COVID-19 vaccinators toward non-vaccinators,Shusaku Sasaki,10.1257/rct.11014-2.1,2023-02-28,11014
AEARCTR-0011016,Bimbingamba: an assessment of the effectiveness of a program aimed at improving lifestyles of children aged 0-6.,Ainoa Aparicio Fenoll,10.1257/rct.11016-1.0,2023-03-21,11016
AEARCTR-0011018,The longer-term adoption patterns of organic farming practices,Nathalie Luck,10.1257/rct.11018-1.0,2023-03-02,11018
AEARCTR-0011019,Overcoming the Gender Bias in Training: An empirical approach in the Latin American quick-service restaurant industry,Achyuta Adhvaryu,10.1257/rct.11019-1.0,2023-04-12,11019
AEARCTR-0011020,Effect of the product order and the product review on the product choice.,Toshifumi Kuroda,10.1257/rct.11020-1.0,2023-03-19,11020
AEARCTR-0011021,Fairness and Legitimacy of Voting Methods in Digital Participatory Budgeting,Joshua C. Yang,10.1257/rct.11021-1.0,2023-03-06,11021
AEARCTR-0011023,How do job seekers react to information about wage and job benefits?,Stefano Fiorin,10.1257/rct.11023-2.0,2023-03-01,11023
AEARCTR-0011024,The impact of salary range size on pay equity outcomes under NYC pay transparency law 2022/59,Lisa Bates,10.1257/rct.11024-1.0,2023-03-01,11024
AEARCTR-0011025,Youth and rural women entrepreneurship: Creating and sustaining alternative livelihood options in Ghana,Priscilla Boadi,10.1257/rct.11025-1.0,2023-03-02,11025
AEARCTR-0011027,Group Image Concerns: Online study (3 domains),Arno Apffelstaedt,10.1257/rct.11027-1.0,2023-03-07,11027
AEARCTR-0011028,Can discounted transit improve mobility and well-being for lower-income residents?,Katherine Gan,10.1257/rct.11028-2.0,2023-03-27,11028
AEARCTR-0011029,Teaching Mental Health: Evaluating India’s Saharsh “Happiness Curriculum”,Avinash Moorthy,10.1257/rct.11029-1.3,2023-05-16,11029
AEARCTR-0011031,Can Emergency Financial Assistance Prevent Financial Distress? Randomized Evidence from Funeral Assistance in Chicago,Jonathan Tebes,10.1257/rct.11031-1.4,2023-03-08,11031
AEARCTR-0011033,Social Desirability and Charitable Donation Decisions,Sutanuka Roy,10.1257/rct.11033-1.0,2023-03-02,11033
AEARCTR-0011035,An Experiment on Completing Tasks in the Future,Johannes Haushofer,10.1257/rct.11035-1.0,2023-03-03,11035
AEARCTR-0011036,The motivational effect of job references for voluntary participation in e-learning– Evidence from a field experiment on cooperation.,Bernd Josef Leisen,10.1257/rct.11036-1.0,2023-03-10,11036
AEARCTR-0011038,STEM-UP!,Pietro Biroli,10.1257/rct.11038-1.0,2023-05-18,11038
AEARCTR-0011040,Savings and consumption responses to student loan forbearance,Justin Katz,10.1257/rct.11040-1.1,2023-03-06,11040
AEARCTR-0011041,Stigma and Labor Supply,Deivis Angeli,10.1257/rct.11041-3.2,2023-03-04,11041
AEARCTR-0011042,"Worker Voice, Monitoring, and Remote Work: a Survey Experiment",Gabriel Lewis,10.1257/rct.11042-1.1,2023-03-06,11042
AEARCTR-0011044,Testing incentive schemes in a retail setting,Francisco de Asis Martinez Jerez,10.1257/rct.11044-1.0,2023-03-11,11044
AEARCTR-0011047,Microfinance and Psychological Wellbeing: The role of Financial Literacy,Ada Gonzalez-Torres,10.1257/rct.11047-2.2,2023-05-17,11047
AEARCTR-0011048,How do transparent admission standards affect students’ application to the college-bound upper-secondary school track?,Tamas Keller,10.1257/rct.11048-1.0,2023-03-06,11048
AEARCTR-0011049,Student success and satisfaction,Friederike Hertweck,10.1257/rct.11049-1.0,2023-03-07,11049
AEARCTR-0011050,Heal-to-Grow ,Emma Naslund-Hadley,10.1257/rct.11050-1.0,2023-05-23,11050
AEARCTR-0011051,Whistleblowing and Competition,Konstantinos Ioannidis,10.1257/rct.11051-2.1,2023-03-10,11051
AEARCTR-0011052,Labor supply responses to wages and taxes,Janjala  Chirakijja,10.1257/rct.11052-1.0,2023-03-07,11052
AEARCTR-0011053,How much help shall we give to refugees? An online experiment on attitudes towards temporary protection and helping behaviours in the EU -- Second-wave survey,Andrea Blasco,10.1257/rct.11053-1.0,2023-03-08,11053
AEARCTR-0011056,The Gendered Impacts of Employment,Erin  Kelley,10.1257/rct.11056-1.0,2023-03-07,11056
AEARCTR-0011058,Effect of progressive muscle relaxation exercise on anxiety among nursing students prior to critical care clinical training,Ahmad Ayed,10.1257/rct.11058-1.0,2023-03-07,11058
AEARCTR-0011059,Crescer Aprendendo; Impact on Teachers and Parents,Cristine Pinto,10.1257/rct.11059-1.0,2023-03-14,11059
AEARCTR-0011061,Indoor Air Pollution and Worker Productivity,Allen Blackman,10.1257/rct.11061-1.0,2023-03-07,11061
AEARCTR-0011062,Beliefs about Wealth Inequality and Preferences for Redistribution,Elisa Stumpf,10.1257/rct.11062-2.0,2023-03-10,11062
AEARCTR-0011063,Let Them Race: the role of beliefs and fairness views on incentivizing others,Weijia Wang,10.1257/rct.11063-2.0,2023-03-08,11063
AEARCTR-0011064,Regret Avoidance and Randomization,Johannes Buckenmaier,10.1257/rct.11064-1.0,2023-03-09,11064
AEARCTR-0011065,The Effect of a Teacher Training Intervention on Professional Wellbeing: Experimental Evidence from Jordan,Sarthak Joshi,10.1257/rct.11065-1.1,2023-03-15,11065
AEARCTR-0011066,When do we listen and whom do we listen to? Stubbornness in social learning.,Akshay Moorthy,10.1257/rct.11066-1.1,2023-03-14,11066
AEARCTR-0011067,"Getting warmer? Motivations, messages, and distance to goal in fundraising campaigns Study 2",Qiyun Zhang,10.1257/rct.11067-1.0,2023-03-17,11067
